image_path,neutral_prompt,stereotype_prompt,counter_prompt
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000063.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000035.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000019.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000113.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000115.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000002.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000052.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000135.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000080.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000001.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000045.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000143.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000097.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000005.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000100.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000131.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000145.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000065.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000014.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000138.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000054.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000087.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000082.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000098.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000011.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000067.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000071.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000105.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000110.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000147.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000073.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000136.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000033.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000094.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000060.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000124.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000141.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000010.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000129.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000079.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000103.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000106.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000121.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000144.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000039.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000074.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000127.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000046.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000022.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000137.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000057.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000013.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000146.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000078.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000053.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000024.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000020.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000006.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000151.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000149.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000012.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000043.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000119.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000133.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000069.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000027.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000041.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
